gene,fc_1
AKTIP,0.354686399
RPGRIP1L,0.170172963
IRX3,4.937162172
CRNDE,0.512095064
AMFR,0.61591362
NUDT21,0.538565497
BBS2,0.50503595
MT1G,0.003938634
FAM192A,0.387502504
PLLP,0.113794464
CIAPIN1,0.41594059
DOK4,0.353180551
CCDC102A,0.237873527
ZNF319,0.349066674
CFAP20,0.617695455
CSNK2A2,0.559636352
RP11-481J2.3,0.070268773
CNOT1,0.697099763
SLC38A7,0.094741437
GOT2,0.35411107
RP11-51O6.1,1.430557644
TK2,0.500945633
RP11-403P17.6,0.098848908
CMTM4,1.175948371
DYNC1LI2,0.640411181
NAE1,0.341739768
FAM96B,0.470560675
B3GNT9,0.722766133
TRADD,0.294731892
KIAA0895L,0.372954277
LRRC29,0.084442354
FHOD1,0.365892394
TPPP3,4440892.848
ATP6V0D1,0.623524655
ACD,0.563236021
ENKD1,1.031855511
GFOD2,0.52999518
RANBP10,0.657675223
CENPT,0.295049216
CTRL,0.587297688
PSMB10,0.349775232
SLC12A4,2.65705824
DDX28,0.198647887
ESRP2,1.144711827
SLC7A6OS,0.913880549
SMPD3,104.2127854
RP11-71L14.3,490.2896645
CHTF8,0.693288503
PDF,0.318648457
COG8,0.34065139
TMED6,30.9315302
TERF2,0.47776158
NQO1,0.134238239
NOB1,0.328183786
CTD-2033A16.2,0.639294935
PDXDC2P,6.990602899
RP11-419C5.2,5.205418076
SMG1P7,1.269054079
EXOSC6,0.674177516
AARS,0.297151137
RP11-529K1.2,0.061775084
ST3GAL2,0.346000686
COG4,0.371404158
MTSS1L,0.88023378
VAC14,0.439133572
CMTR2,0.576956236
ZNF23,0.728785624
PHLPP2,1.010836089
AP1G1,0.825255702
ZNF821,0.684427449
TXNL4B,0.722076771
ZFHX3,1.346232969
AC009120.6,0.218530472
AC009120.3,0.234830344
RP11-252A24.2,0.323865214
GLG1,0.67275765
RFWD3,0.378734795
MLKL,3.65236269
FA2H,3.411802784
WDR59,0.542217336
LDHD,0.03592868
BCAR1,1.15615161
CFDP1,0.131720317
TMEM170A,0.664995351
RP11-77K12.5,0.028117034
TMEM231,0.192337569
ADAT1,0.386294682
KARS,0.301947847
MAF,0.085253137
CDYL2,1.202354186
PRCAT47,9.752215042
CMC2,0.72184566
C16orf46,0.622715618
GCSH,0.195767986
MPHOSPH6,0.20534258
RP11-483P21.2,12.52794542
MBTPS1,1.190667936
HSDL1,0.371538711
TAF1C,0.396744836
TLDC1,0.384714592
COTL1,0.780388609
ZDHHC7,0.058257917
GINS2,0.07371429
EMC8,0.254352534
MTHFSD,0.150981204
C16orf95,0.035993681
FBXO31,0.276105429
ZCCHC14,0.276111583
KLHDC4,0.139817474
SLC7A5,0.060155278
MVD,0.324705293
RNF166,0.151473111
RP5-1142A6.10,0.091968675
PIEZO1,0.537783776
APRT,0.180746027
GALNS,0.217347527
SLC22A31,0.055227177
RP11-46C24.7,0.043451933
ANKRD11,0.27990843
CHMP1A,0.254142236
RP11-368I7.4,0.054415486
SPATA2L,0.157070728
VPS9D1,1.321231815
FANCA,0.111922764
CENPBD1,0.132862688
DBNDD1,0.178442244
RP11-1260E13.2,5.534945735
RP11-1260E13.3,7.438154801
C17orf97,0.105203297
FAM57A,1.864746279
DBIL5P,0.03116004
RNMTL1,0.773025454
TIMM22,1.401584089
PITPNA-AS1,0.491689598
RP11-961A15.3,0.105536545
WDR81,0.536830433
SERPINF2,122.1262543
SERPINF1,0.332964921
RPA1,0.448394747
DPH1,0.873887967
OVCA2,1.068252639
SRR,0.112771054
HNRNPA1P16,0.417739811
SGSM2,0.682683041
PAFAH1B1,1.840608971
RP11-74E22.3,0.302292595
RAP1GAP2,1.047470875
CTNS,0.960922969
EMC6,0.960101575
GSG2,0.468271508
CYB5D2,0.363070489
RP11-104O19.4,0.099658644
RP11-314A20.2,0.033984416
ARRB2,0.167935007
MED11,0.299691262
ZMYND15,0.024321035
PSMB6,0.503177527
PLD2,0.331513578
MINK1,0.479376903
C17orf107,0.443559925
RNF167,0.540175336
ENO3,0.08395812
RP5-1050D4.3,0.123895413
RP5-1050D4.4,3.963448181
RP5-1050D4.5,0.857052263
KIF1C,0.477405285
ZFP3,121.0518226
AC012146.7,0.486319542
RP11-333E1.1,4.509646669
RABEP1,1.20515795
RPAIN,0.256834596
MIS12,0.315769588
FAM64A,0.363678124
TXNDC17,0.369746317
C17orf100,0.350393559
ALOX12P2,3.17E-07
RNASEK,0.4356965
C17orf49,0.279975953
SLC16A13,0.456037143
ACADVL,0.464778113
ELP5,0.642174704
SLC2A4,0.017989574
EIF5A,0.668022587
KCTD11,0.639795553
TNK1,0.593413503
NLGN2,0.913817846
TMEM102,0.427800301
POLR2A,1.058154644
TNFSF12,48.45967139
TNFSF13,0.554047039
SENP3,0.312215747
EIF4A1,0.275782004
CD68,0.267615313
MPDU1,0.394673159
SHBG,0.11343929
WRAP53,0.179280771
EFNB3,0.618367512
DNAH2,2.556353468
KDM6B,0.268587874
TMEM88,0.103347276
CYB5D1,0.202213874
CHD3,0.583523042
CNTROB,0.237925045
RP11-599B13.9,0.554067851
RP11-599B13.7,0.066839209
PFAS,0.33608269
RANGRF,1.490970857
NDEL1,1.226419995
USP43,0.290712878
ADPRM,0.63340441
MAP2K4,0.860367802
ARHGAP44,0.151499586
COX10,0.768090128
AC005224.2,1.315732316
ZNF286A,0.165550826
MEIS3P1,0.246184941
CTD-3157E16.2,0.272161585
ADORA2B,0.075709836
TTC19,0.461534859
RPLP1P11,1.655144269
PIGL,1.011224681
UBB,0.866066301
LRRC75A-AS1,1.767361229
MPRIP,1.191902206
RP11-45M22.2,0.903096322
NT5M,0.183034388
MED9,0.651165345
RP11-524F11.2,0.215262635
RAI1,0.824426635
LRRC48,0.481089692
GID4,0.4495565
DRG2,0.608960006
ALKBH5,0.775925373
LLGL1,0.394379389
MIEF2,0.498518286
SMCR8,1.226436407
AC107983.4,0.57720862
AC026271.5,0.900859304
UBE2SP2,0.567452595
RP11-815I9.5,0.081505565
TRIM16L,0.622038951
TVP23B,1.365662618
PRPSAP2,0.683351876
EPN2,0.728031877
MAPK7,0.681541814
SLC47A1,0.297391775
ALDH3A2,0.49826252
SPECC1,0.440881446
USP32P3,0.960888593
SCDP1,2.987432981
DHRS7B,0.31410315
MAP2K3,0.589657615
RP11-1109M24.5,1.09E-08
WSB1,3.122027389
NLK,2.402931356
TMEM97,0.708194249
TNFAIP1,1.132591906
TMEM199,1.681092882
SARM1,2.15136167
CTD-2350C19.2,0.128908067
RPS7P1,0.84974423
SUPT6H,1.424209351
RPL23A,1.426259612
AC010761.14,0.220548779
NEK8,0.842007821
TRAF4,0.722674803
ERAL1,0.90025774
TAOK1,2.024633303
TP53I13,0.493232671
ANKRD13B,1.297220755
NSRP1,1.282457119
CPD,1.25319273
GOSR1,2.810967578
SMURF2P1,1.692970592
LRRC37BP1,1.583049102
SUZ12P1,2.394493548
CTD-2349P21.5,1.051810264
CTD-2349P21.9,2.445848596
ATAD5,0.655108929
RP13-753N3.3,0.660697994
ADAP2,0.957848337
RNF135,0.944617151
RP11-848P1.2,2.64129573
RP11-848P1.9,96.0868069
NF1,1.808351306
AK4P1,3.252954378
RAB11FIP4,3.534144668
SUZ12,1.37356687
LRRC37B,1.308497444
SH3GL1P1,1.06447807
RHOT1,1.815499483
ZNF207,1.188210787
PSMD11,2.172510945
CDK5R1,1.075871874
TMEM98,0.290431235
CCL2,113.7498014
ZNF830,0.904373118
LIG3,2.501088373
SLFN5,0.536908996
RP11-1094M14.11,0.677821007
AP2B1,1.001121187
RASL10B,0.854122937
TAF15,1.289520782
CH17-260O16.1,1.349740856
ZNHIT3,1.102386501
PIGW,0.598574744
GGNBP2,1.542520793
DHRS11,1.159919931
MRM1,0.51756877
AATF,1.037385796
TADA2A,1.094594675
DUSP14,1.222590367
MRPL45,0.791870654
SOCS7,1.409288421
CTB-58E17.1,0.078008623
MLLT6,0.286997349
CISD3,0.361757671
CTB-58E17.5,0.096329417
PSMB3,0.359335865
LASP1,0.014244995
RPL19,1.130560232
CTB-131K11.1,0.280981331
CDK12,1.053725011
RP11-390P24.1,2.009719207
PPP1R1B,0.035541221
STARD3,0.530930802
ERBB2,0.125998721
GRB7,0.965129153
PSMD3,1.223999834
THRA,0.288467776
MSL1,1.218492264
CASC3,1.067209275
RAPGEFL1,1.239838857
WIPF2,1.775834723
CDC6,0.215589845
RARA,0.412121291
CTD-2267D19.3,0.201423782
RP11-458J1.1,0.23427636
TMEM99,0.255919475
EIF1,0.954249877
FKBP10,0.16762533
TTC25,0.258183537
CNP,0.402249974
NKIRAS2,0.375414653
STAT5A,0.50208964
ATP6V0A1,1.732008935
RP11-400F19.18,4.693795251
PTP4A2P1,0.425067519
NAGLU,0.423073445
HSD17B1,0.147533148
COASY,0.966860773
MLX,0.773018455
TUBG1,0.994041942
TUBG2,0.284587292
VPS25,0.363801749
CNTD1,0.154660727
PSME3,0.680657782
AOC2,0.302213192
RUNDC1,1.337543581
RPL27,0.828723849
IFI35,0.041766567
NBR2,0.173957612
NBR1,1.031465687
ARL4D,0.062068484
DHX8,0.994882028
G6PC3,1.166326433
C17orf53,0.547834101
TMUB2,1.785553518
RP5-882C2.2,6.206393966
GRN,0.974061118
FZD2,0.327937798
DBF4B,0.899751962
ADAM11,0.117205726
NMT1,2.942943688
ACBD4,0.445479463
HEXIM1,1.393916561
HEXIM2,0.23318726
FMNL1,3.396326808
MAP3K14-AS1,0.636047963
RPS26P8,1.057515124
CRHR1-IT1,0.745550349
AC126544.4,0.437463808
MAPT,2.214064866
KANSL1-AS1,0.159138152
RP11-259G18.1,0.017081403
LRRC37A2,0.357198107
NSF,1.358966732
GOSR2,1.760803077
EFCAB13,0.648063032
NPEPPS,1.01995288
KPNB1,1.005386484
TBKBP1,1.084992857
LRRC46,0.386332827
SP2,1.990172028
PNPO,0.390972179
CDK5RAP3,0.8055409
NFE2L1,1.045906072
SNX11,0.962044482
PRAC2,0.223043665
CTD-2377D24.4,0.62971069
CALCOCO2,1.074532453
ATP5G1,1.016911535
UBE2Z,1.031541981
AC091133.1,0.903347986
ABI3,8.32E-09
KAT7,2.157404786
ITGA3,11.11745901
PDK2,0.548989053
XYLT2,0.836234788
EME1,0.126218216
ACSF2,0.162056862
RSAD1,0.716609431
EPN3,2.856913497
SPATA20,0.721487999
ABCC3,378.8752827
LUC7L3,1.672997906
TOB1-AS1,0.841906955
NME1,0.783615597
NME1-NME2,0.711487271
UTP18,0.621900997
RP11-750B16.1,1.392333146
TOM1L1,2.396160911
RP11-257O5.4,175415229
STXBP4,0.479115355
HLF,0.001403362
PCTP,1.575324849
DGKE,1.644262145
RP11-670E13.6,0.017293078
SCPEP1,0.679299922
AKAP1,1.112433864
MSI2,0.994579236
RP11-159D12.6,0.123303876
DYNLL2,1.396163001
RP11-159D12.8,3.193632555
SEPT4-AS1,0.629894298
RAD51C,0.375448923
PPM1E,17.91894119
PRR11,0.536294653
SMG8,0.523507444
GDPD1,0.528305701
YPEL2,0.924839921
DHX40,0.333362529
CLTC,1.237932248
VMP1,1.393700602
RPS6KB1,0.949212348
CA4,3.534729492
PPM1D,0.388141965
BCAS3,0.266232417
RPL23AP74,1.240705824
TBX2,121.5181197
METTL2A,0.790691591
TLK2,1.288603784
TANC2,0.423317351
ACE,444.4244289
KCNH6,122.9218563
DCAF7,0.862940205
TACO1,0.436524969
MAP3K3,0.813570382
DDX42,0.627364764
PSMC5,0.540873467
SNHG25,0.593992064
CEP95,0.594358701
RP11-160O5.1,0.500432995
PRKCA,1.370069526
CACNG4,30.37338672
NOL11,0.632385188
BPTF,1.304487255
KPNA2,0.38930192
LINC00674,1.01798799
RP11-147L13.11,1.264446025
RP11-147L13.12,2.517862299
RP11-147L13.13,1.85268551
RP11-147L13.15,0.115260649
AMZ2,0.383976384
ARSG,0.312357521
PRKAR1A,0.871269155
MAP2K6,1.708853687
RP1-193H18.2,4.179957171
MYL6P5,1
SOX9,23.80170039
COG1,0.52462186
C17orf80,0.432925377
RPL38,1.038113212
TTYH2,0.091039691
GPRC5C,0.50711736
SLC9A3R1,0.905221057
TMEM104,0.911139553
CDR2L,0.664414995
ICT1,0.580806004
KCTD2,0.67967015
AC087651.2,1
ARMC7,1.423880079
NUP85,0.419360859
MRPS7,0.646353521
RP11-649A18.12,0.113257629
RP11-16C1.1,0.069017899
KIAA0195,0.741237632
TSEN54,0.424840789
LLGL2,1.29484113
MYO15B,0.167971297
SMIM5,0.332964777
SAP30BP,0.637745872
ITGB4,0.195093875
UNK,0.690358056
TEN1,1.477314895
CDK3,3.77798543
RP11-449J21.5,0.046239392
UBALD2,1.84746087
SNHG16,0.615002623
RP11-318A15.2,0.044823024
METTL23,0.479169333
MFSD11,0.754878491
MGAT5B,19.57604861
SEC14L1,3.714235533
Sep-09,1.655479929
TNRC6C,0.937525478
SYNGR2,3.33821818
AFMID,1.214604804
BIRC5,0.45639225
PGS1,1.33398223
ENGASE,0.492182717
RP11-398J5.1,6.90E-08
CBX2,0.18983979
RP11-353N14.2,0.48364835
CCDC40,0.990166881
GAA,0.558807422
RP11-334C17.6,0.19827689
CARD14,0.434544092
SLC26A11,1.247126657
RNF213,0.643131942
CTD-2047H16.2,0.182435028
ENDOV,1.360305044
RPTOR,1.266071779
CHMP6,0.988531797
CTD-2561B21.8,3.346068716
BAIAP2,2.243860761
C17orf89,0.424739017
BAHCC1,0.035348797
RP13-766D20.2,0.401848262
FSCN2,0.420065645
CCDC137,0.416576707
HGS,1.129186353
MRPL12,0.661176312
SLC25A10,0.527051843
RP11-498C9.2,1.11E-07
RP11-498C9.4,0.546831722
ANAPC11,0.916289609
NPB,3.909214371
MAFG-AS1,1.229535777
ASPSCR1,0.839438744
LRRC45,0.410856424
RAC3,0.447186374
RP13-650J16.1,0.819894953
GPS1,1.14189982
RP11-1376P16.2,6.628360507
SLC16A3,0.911485797
RP13-516M14.1,0.340561499
HEXDC,1.173349485
NARF,0.947890828
RP13-20L14.10,1.239603515
FOXK2,1.659823961
FN3KRP,0.479398385
FN3K,1.665122802
RP11-388C12.8,1.528935046
TBCD,0.412416132
RP11-497H17.1,2.465156566
METRNL,1.860815927
AC144831.3,0.558084406
RPH3AL,1.277815702
FAM101B,0.06935555
VPS53,1.776517145
GEMIN4,0.707211619
GLOD4,1.186725113
AC087392.1,0.991370859
NXN,0.516510815
ABR,0.470407453
YWHAE,0.752195921
CRK,1.616457531
MYO1C,2.03636323
INPP5K,2.4475076
PITPNA,2.134021632
SLC43A2,0.290818356
RILP,0.388413495
PRPF8,1.44456555
TLCD2,0.245590024
MIR22HG,2.456170169
SMYD4,0.530867943
AC016292.3,0.248019485
RTN4RL1,0.055901954
SMG6,0.929614195
TSR1,0.838242736
MNT,1.088116923
METTL16,1.050230838
CLUH,0.720834087
RP11-74E22.8,177721076.7
RP11-74E22.4,115036180.2
CTD-3060P21.1,4.907136499
TRPV1,0.701647443
SHPK,0.82536896
RP11-235E17.5,0.944004204
RP11-235E17.6,0.687132418
TAX1BP3,1.25230068
P2RX5,6.904432728
ITGAE,0.749721853
C17orf85,1.02336032
CAMKK1,0.634309899
ATP2A3,123.1657208
ZZEF1,2.367769718
ANKFY1,1.143653718
UBE2G1,0.760146611
MYBBP1A,0.502287471
ALOX15,0.28822343
PELP1,0.483839905
CXCL16,0.156857357
SLC25A11,0.293900017
PFN1,0.432752153
SPAG7,0.425118193
CAMTA2,1.05773622
INCA1,0.657142122
ZNF232,0.139163658
ZNF594,3.975922033
NUP88,0.349697442
C1QBP,0.346124967
DHX33,0.45845739
DERL2,0.69361493
NLRP1,15.8157625
PITPNM3,2.576120027
KIAA0753,0.414763629
MED31,0.509131792
ALOX12-AS1,0.533155928
RP11-589P10.5,0.89253039
DLG4,0.282361596
CTD-2545G14.4,0.352916815
DVL2,0.301392771
PHF23,0.345991857
GABARAP,0.267185896
CTDNEP1,0.614798574
CLDN7,0.446531729
GPS2,1.576571083
NEURL4,0.381064258
TMEM256-PLSCR3,0.762192299
TMEM256,0.515404329
ZBTB4,0.920139311
RP11-186B7.7,0.090040582
AC113189.5,0.102492238
FXR2,0.394011367
SAT2,0.434481667
TP53,0.161561598
RP11-199F11.2,0.283168074
NAA38,0.34833741
AC025335.1,0.161238067
KCNAB3,1.220759035
TRAPPC1,0.382948527
RP11-599B13.3,0.180480874
ALOXE3,0.496119672
PER1,0.720950301
VAMP2,1.213148889
TMEM107,0.038539933
C17orf59,0.170030639
RP11-599B13.8,0.248466118
AURKB,0.399860531
CTC1,0.563543687
SLC25A35,0.488386662
KRBA2,0.297841931
RPL26,0.610670009
MYH10,0.647176392
STX8,0.502881099
RP11-565F19.2,0.238005118
RP11-55L4.2,0.275582353
SCO1,0.669504855
ZNF18,0.287141994
ELAC2,0.487272834
COX10-AS1,2.549070414
RPS18P12,1.522301782
CDRT4,0.720286902
TVP23C,1.287991401
RP11-385D13.3,0.440356567
TRIM16,0.671188801
UBE2SP1,1.100338608
ZSWIM7,0.458521115
CTC-529I10.1,9.927332328
NCOR1,1.303128603
CENPV,3.401534682
LRRC75A,0.412136317
ZNF287,0.353009467
AC005822.1,1.371561908
ZNF624,0.445885577
UPF3AP1,0.162213673
PLD6,47.1373525
FLCN,0.657618887
COPS3,0.637919025
RPL13P12,0.316481786
RASD1,1.204619151
PEMT,0.444552082
SREBF1,0.69594938
TOM1L2,1.134741934
ATPAF2,0.483035552
FLII,1.109771003
TOP3A,1.044107487
SHMT1,0.581353996
CTD-2303H24.2,0.277529258
CCDC144B,0.215016034
ZNF286B,0.147260941
RP11-815I9.4,0.347616372
FOXO3B,0.30441011
FAM83G,0.31235549
B9D1,0.23980817
RPS2P46,0.360063391
ULK2,0.209512342
RP11-78O7.2,1.798108479
AKAP10,0.805483909
USP22,0.634604167
TMEM11,1.973018767
NATD1,0.429594615
C17orf51,0.345135277
RP11-1109M24.16,3.12E-08
GTF2IP6,8.51E-08
TUFMP1,4.73E-08
RP11-173M1.5,0.080495742
LYRM9,0.373028928
CTD-2008P7.9,1.555362103
IFT20,2.540730671
POLDIP2,0.866151779
VTN,113.8152745
SLC46A1,0.638118257
UNC119,0.978641328
PIGS,1.508338534
ALDOC,0.212255418
SPAG5,0.745618656
RP11-192H23.8,4.140579626
SGK494,3.06307927
KIAA0100,1.469928561
SDF2,1.06667808
PROCA1,201206562.4
TLCD1,0.830955483
FAM222B,1.816778306
FLOT2,0.838363251
DHRS13,0.44773309
PHF12,0.525951375
SEZ6,76.72219454
MYO18A,1.211291823
TWF1P1,0.5225651
NUFIP2,1.978438813
ABHD15,0.469073817
GIT1,2.525796895
RP11-68I3.7,1.486637421
CORO6,133055952.9
SSH2,2.818926078
BLMH,1.417396331
CRLF3,2.991565853
TEFM,1.178374929
RP11-848P1.7,236562893.7
COPRS,3.350384709
UTP6,1.414203033
AC090616.2,0.950265898
UBL5P2,6.90E-08
C17orf75,0.815698395
MYO1D,2.731485572
CCT6B,0.276325768
RFFL,1.801426613
RAD51D,1.012748075
NLE1,0.56040555
RP11-799D4.4,0.185246113
SLFN13,1105.519242
PEX12,1.125937378
MMP28,670318464.8
AC015849.16,0.329967955
LRRC37A9P,0.247150029
RDM1,0.214748656
MYO19,0.871462798
ACACA,2.289443613
SYNRG,1.938812758
DDX52,1.458738736
HNF1B,3.181688517
CH17-431G21.1,1.667023779
SRCIN1,0.214375191
C17orf96,0.127278692
CTB-58E17.3,0.079131528
PCGF2,0.500788589
PIP4K2B,0.659845195
CWC25,0.862662021
RPL23,0.321082714
CACNB1,0.579834963
FBXL20,0.737805728
MED1,1.033195973
PGAP3,1.376938088
MIEN1,0.636967764
GSDMB,1.173531631
ORMDL3,0.902164124
MED24,0.961397014
NR1D1,0.416359396
RARA-AS1,0.713484459
TOP2A,1.579309581
TNS4,0.49944722
SMARCE1,0.873673609
KRT10,0.928036505
KRT15,657.4090361
KRT19,442.3810829
KRT14,24.85192914
JUP,0.469058829
P3H4,0.508132615
NT5C3B,0.363098322
RP11-156E6.1,0.609735209
KLHL11,0.536500222
ACLY,1.056257408
DNAJC7,0.384807581
CTD-2132N18.4,0.275647215
CTD-2132N18.2,0.458616023
KAT2A,0.27735264
RAB5C,0.676080283
KCNH4,284.0514906
GHDC,1.417188482
STAT5B,0.567611965
STAT3,0.649211578
PTRF,0.087212795
RP11-400F19.6,0.221410842
PSMC3IP,0.200435531
FAM134C,0.640996692
PLEKHH3,0.272906526
EZH1,0.339203065
HMGN2P15,2.648117814
COA3,0.808295647
BECN1,0.960511513
AARSD1,0.46463192
VAT1,0.183039479
BRCA1,0.23877961
RP11-242D8.1,2.018642444
RP11-242D8.2,2.175986073
RP11-242D8.3,1.685100211
CTD-3014M21.1,1.46E-08
ETV4,3.012534254
DUSP3,0.444576151
MPP3,0.369314822
MPP2,0.018995599
TMEM101,1.243110176
LSM12,1.902325436
HDAC5,1.044764897
ASB16-AS1,1.064558295
ATXN7L3,2.754842829
UBTF,1.005584545
RUNDC3A-AS1,0.590673512
SLC25A39,1.123406882
FAM171A2,0.309401811
GPATCH8,1.927151896
CCDC43,1.932763619
GJC1,0.012874108
EFTUD2,0.858740545
KIF18B,0.959545023
C1QL1,0.120939531
DCAKD,0.843895633
PLCD3,0.208260762
AC142472.6,0.337931939
AC002117.1,0.558485881
CTD-2020K17.3,1.862079457
CTD-2020K17.4,1.01269131
MAP3K14,0.491818879
ARHGAP27,1.775091376
PLEKHM1,1.003754912
LRRC37A4P,0.610501227
RP11-798G7.7,0.42539112
KANSL1,1.209859595
RPS7P11,0.756698181
WNT3,0.773655543
RP11-63A1.1,0.395395617
RPRML,0.807381206
RP11-156P1.3,0.496808718
CDC27,1.047970041
CTD-2026D20.3,0.683743321
RP11-138C9.1,1
OSBPL7,85.05728988
MRPL10,0.526478791
SCRN2,1.002890246
SP6,5.941309874
RP11-6N17.4,0.546756233
SP2-AS1,0.042798051
PRR15L,0.598722306
RP5-890E16.2,0.341611773
CBX1,0.412847316
HOXB6,0.125821993
HOXB9,0.281889924
PRAC1,0.320653263
HOXB13,1.54570887
TTLL6,0.257659029
SUMO2P17,0.072256444
SNF8,0.715644678
ZNF652,0.790264431
PHB,0.626255883
EIF4EP2,1.179459978
SPOP,2.092521239
SLC35B1,1.586099645
FAM117A,0.879436156
DLX3,24.42257055
PPP1R9B,0.431995804
COL1A1,0.103809528
MRPL27,1.119709956
LRRC59,2.173941526
ANKRD40,1.447173067
TOB1,2.458494039
RP11-700H6.1,0.764765138
SPAG9,1.583154183
MBTD1,0.825707546
RP11-481C4.2,0.731504644
RP11-257O5.2,0.461662789
COX11,0.520298593
MMD,0.492465753
TMEM100,0.089486866
C17orf67,1.033612108
TRIM25,0.391779762
COIL,0.759924416
RP11-166P13.3,0.39718556
MRPS23,0.901465651
CUEDC1,0.217618168
VEZF1,1.428186891
RP11-159D12.2,1.19147886
SRSF1,0.711461885
MKS1,0.151294947
BZRAP1,0.408136974
SUPT4H1,0.576273223
RNF43,1.227609154
MTMR4,0.68709736
TRIM37,1.648037798
SKA2,1.459709705
RP11-758H9.2,0.183134789
PTRH2,0.424390482
TUBD1,0.813794149
RNFT1,0.478132059
DHX40P1,12.72796188
HEATR6,0.9313986
CTD-2319I12.4,0.452745356
USP32,1.053212871
APPBP2,0.674978274
TBX2-AS1,19.50617847
NACA2,0.850699606
BRIP1,0.18580601
INTS2,0.449931253
MED13,1.397406947
RP11-464D20.2,2.892036247
RP11-269G24.4,1.540266173
CYB561,0.944731094
LIMD2,0.82363816
STRADA,0.456503662
CCDC47,0.632944072
FTSJ3,0.603200125
SMARCD2,0.510926704
ERN1,0.850530566
TEX2,0.364124182
POLG2,0.237368758
DDX5,0.551790561
SMURF2,0.936435106
RP13-104F24.2,0.367394438
RP11-927P21.4,0.558858698
PLEKHM1P,0.436059905
RP11-583F2.6,1.01E-08
AMZ2P1,0.263698018
GNA13,0.905368784
AXIN2,0.577993082
CEP112,1.360196235
HELZ,1.312686094
PSMD12,0.773602272
C17orf58,1.126045683
SLC16A6,0.369211029
WIPI1,2.069994905
ABCA5,0.875127106
LINC00511,13.69617541
SLC39A11,0.244782004
RP11-143K11.7,0.377673533
FAM104A,0.560299767
CDC42EP4,2.346402359
MGC16275,0.120035773
NAT9,0.736265472
FDXR,0.093432472
HID1,2.248129435
ATP5H,0.509496019
NT5C,0.138454347
HN1,0.226340633
RP11-649A18.5,0.595520781
RP11-649A18.4,0.345113262
SUMO2,0.749294589
GGA3,1.135219893
MIF4GD,0.41513733
SLC25A19,0.220659805
GRB2,0.637537716
CASKIN2,2.310030239
RECQL5,0.50962771
GALK1,0.229439243
H3F3B,0.544647975
UNC13D,2.29214829
WBP2,0.870497361
TRIM47,0.939603783
TRIM65,0.667319604
MRPL38,0.705619948
FBF1,0.123783127
ACOX1,2.473772696
EVPL,1.28296929
SRP68,1.524186367
EXOC7,1.377615493
RNF157,1.046174251
ATF4P3,0.440120033
QRICH2,0.24637475
PRPSAP1,0.809621582
UBE2O,0.83331216
RHBDF2,0.359969973
ST6GALNAC1,2.880535629
MXRA7,0.870804458
JMJD6,1.125327712
SRSF2,0.742956942
TNRC6C-AS1,4.570736399
TMC6,1.854328449
TK1,0.20953988
CYTH1,0.980880678
USP36,1.138045115
TIMP2,0.115816098
LGALS3BP,0.80583593
CANT1,4.829745512
CBX8,0.405572436
CBX4,0.25773172
TBC1D16,1.052619364
EIF4A3,0.792204861
RP11-334C17.5,0.682087777
SGSH,2.635192861
BAIAP2-AS1,1.294481954
AATK,4.332522027
CEP131,0.323349897
ENTHD2,1.02532439
SLC38A10,0.487263434
RP11-455O6.9,0.315505886
RP11-1055B8.4,0.371136328
RP11-1055B8.1,0.106828887
ACTG1,0.519145136
FAAP100,0.529277115
NPLOC4,1.365223171
OXLD1,0.316442442
ARL16,1.203069991
RP13-1032I1.11,0.152671609
RP13-1032I1.7,0.14637426
FAM195B,1.255821663
P4HB,2.791294257
ARHGDIA,0.919981685
RP11-498C9.15,1.030868145
ALYREF,0.539628446
PCYT2,2.072520652
SIRT7,0.97751586
MAFG,1.406330896
PYCR1,1.286875515
STRA13,2.079751906
RP11-1182P23.5,4.107209859
DCXR,2.740412608
RFNG,1.329926421
DUS1L,1.936786091
FASN,8.280559318
CCDC57,0.496502449
CSNK1D,0.865611507
SECTM1,0.759484788
OGFOD3,1.519781137
C17orf62,1.759214507
RP13-20L14.6,0.729878836
WDR45B,2.453791151
RAB40B,0.560244021
RP11-388C12.1,0.032293685
B3GNTL1,0.518593887
ROCK1P1,0.686315008
USP14,1.360169383
CLUL1,0.3308642
TYMS,0.230745873
RP11-672L10.6,0.242474576
NDC80,0.29984979
SMCHD1,0.359641212
EMILIN2,54.50725854
MYL12A,1.136509568
MYL12B,1.509629891
TGIF1,0.38964599
DLGAP1-AS1,0.175731385
LINC00667,0.005926028
ARHGAP28,0.576319023
PTPRM,1.075636227
RAB12,0.312880213
MTCL1,0.67621237
NDUFV2,0.71723829
ANKRD12,1.286529951
RP11-888D10.4,2.238824318
TWSG1,0.803091376
RALBP1,1.589138654
RP11-61L19.3,1.189981339
RAB31,1.31515091
VAPA,1.043708959
APCDD1,0.424507719
NAPG,0.896025353
CHMP1B,0.597442964
IMPA2,0.124907103
TUBB6,6.689231659
SLMO1,0.495586327
RP11-861E21.1,0.594225678
PSMG2,0.635737629
SEH1L,0.446719393
CEP192,0.527344873
LDLRAD4,362.4977813
RNMT,0.778776338
RHOT1P1,67894405.22
RP11-757O6.1,0.34324826
GREB1L,0.104176088
SNRPD1,0.357100867
MIB1,0.990269133
GATA6,3.488059838
RBBP8,0.493662757
CABLES1,0.437915266
RIOK3,1.554951566
C18orf8,0.888287216
LAMA3,0.126184018
TTC39C,1.183222509
CABYR,6.693766645
