gene,pval_1
FAHD2A,0.009635859
LOC401320,0.238601363
FXYD3,0.094623003
GPS2,0.070134633
MAN1C1,0.36806826
PRKDC,0.188437636
EBNA1BP2,0.089793909
ARHGEF1,0.042644495
DYX1C1,0.189250733
DUXAP10,0.027064843
GMNN,0.203188631
INSR,0.088934355
NCOA2,0.1225113
TEAD4,0.11712756
CLOCK,0.004017561
C19orf71,0.470552939
IFITM2,0.389046483
GGT1,0.103105306
PCBP4,0.01674867
MTFP1,0.307444741
NPIPA2,0.271578866
LINC01002,0.23347131
RNF216P1,0.058506792
SOCS7,0.028898277
PRKRIR,0.000450009
SLAIN2,0.098402427
NOTCH3,0.183808608
SLC16A3,0.337747465
QSER1,0.067395382
APH1A,0.010750831
FUS,0.08288295
SIK3,0.25514396
COPA,0.003565172
ARID5B,0.073182518
PSPC1,0.022919589
SMIM8,0.110177211
IRAK4,0.0587806
MAP7,0.080135047
ZKSCAN1,0.056256227
HOOK1,0.095460449
TNPO1,0.023415342
PDS5A,0.01426829
ZNF77,0.169224511
MFSD8,0.034535214
MDM1,0.019252112
CERS5,0.099491802
TAF5L,0.040305073
HMGN4,0.021637994
SRP9,0.041488968
KANSL2,0.016980938
SIVA1,0.089021728
WBSCR16,0.227276011
ATXN7,0.247697119
MRPL35,0.035452053
PQLC2,0.054116332
TDRD3,0.001340792
ZNF283,0.037270397
SEC24B,0.033651867
CDK4,0.037753134
PUS7L,0.205436509
BRI3BP,0.340587303
PLA2G16,0.191297326
ORMDL1,0.01366923
GCSHP3,0.052397206
SCML1,0.151424517
IQCC,0.101451135
UCK2,0.088506985
RBMX,0.011839832
FBXO33,0.07388821
CCDC163P,0.224348271
NDUFC1,0.014554445
HDAC10,0.258292263
DHX36,0.235036483
KDM3A,0.010614223
CLASP2,0.127753765
PANK3,0.085148455
GSG2,0.341329781
HMCES,0.099511916
RRNAD1,0.062854368
ENTPD7,0.188539829
TRIB3,0.646181255
ARNTL2,0.265789091
TAX1BP1,0.035429368
SNHG15,0.007417891
MPHOSPH8,0.00754008
NUP160,0.127536872
SPATA13,0.109025213
TBCCD1,0.064735737
PPP1CA,0.02146328
TRIM37,0.039711438
IL11RA,0.301519061
NFX1,0.021133041
NMT1,0.08394456
LOC100288778,0.091595944
DYM,0.037593351
SRSF7,0.060426791
ENOSF1,0.138926561
UBE3B,0.040804304
C12orf4,0.075812827
RPS6KA6,0.056182606
TMEM55A,0.128334573
SEPSECS,0.243950466
GKAP1,0.264228243
ZNF543,0.20980696
ARHGAP35,0.007222302
NUSAP1,0.104843505
ANAPC10,0.031296524
CCDC90B,0.018065786
LOC100129534,0.21489839
GPR98,0.29775683
OPLAH,0.371929653
TDG,0.057996769
NAA16,0.254752842
FUT1,0.135590728
MCM10,0.423562087
CDC20,0.21114041
TSTD1,0.010239535
ZNF318,0.064682213
TRA2A,0.005885451
ZC3HC1,0.038161886
VPS4B,0.016164532
POLB,0.005079265
TMEM45B,0.416984593
PTP4A2,0.016808537
CEP170,0.113776718
PARPBP,0.15264223
HMGB1,0.186983135
ECSIT,0.036647136
RIC8B,0.053392363
RP5-1180C10.2,0.221514092
HOXC4,0.544893747
CHAF1A,0.231242613
CDC26,0.00987469
PPP2CB,0.031717346
FAM175B,0.000581832
B3GNT2,0.116946335
UBE2C,0.130212287
SNRPF,0.132888337
ACTR6,0.117562907
ERICH2,0.787522551
BLOC1S5-TXNDC5,0.362673095
ZNF720,0.160429944
PRSS23,0.605516997
RAP2C,0.028250763
MMP16,0.30032874
ZNF684,0.101505891
WDR35,0.085072955
DNAJC9,0.088146855
MAN2A1,0.07015959
EIF5A,0.112568121
UBE3D,0.213260865
ENSA,0.007082276
CRIP2,0.291243837
MAPT,0.12788655
IGFBP2,0.108449008
ZNF326,0.105282699
MINOS1,0.115844875
CRTC3,0.049366728
PURB,0.078292959
TOP2B,0.069503265
ACTN4,0.02032158
DCAF10,0.001378952
INTS4,0.01874793
ZMYM1,0.109706817
PIKFYVE,0.037946936
TP53I13,0.117732224
NUDT4,0.019906683
C6orf1,0.093022588
C3orf38,0.038288823
KIAA0753,0.005217414
TTI1,0.16864721
CHM,0.014639896
RNF216,0.007506712
UROD,0.004676429
C17orf103,0.45821202
ACPL2,0.178499747
MRPL11,0.108064675
BIVM,0.105749301
ING2,0.110594383
MAD1L1,0.010125853
MMAB,0.03271802
BRPF1,0.01856312
TUSC1,0.425255525
SAE1,0.085901377
LRRC40,0.166984566
CEP55,0.208378689
SLC29A2,0.224250897
SNW1,0.002703408
EPB41L4A,0.334811061
LOC100130093,0.063599668
MRPL43,0.062908447
FIG4,0.036082831
SRI,0.005600105
DMTN,0.040441745
CNTROB,0.150997921
DHRS4L1,0.036507589
ZBTB4,0.084350803
LRRC37B,0.216083668
RUVBL2,0.037764194
CENPI,0.39402257
DCAF12,0.002827699
TRAPPC13,0.003682223
VPS13D,0.083552228
C1orf27,0.042561236
CYP4F30P,0.636239022
ZNF445,0.129140482
CSNK1G1,0.038336478
METTL1,0.139559256
SLC26A6,0.195302546
CDR2,0.054927031
CAND1,0.125530497
CCSER2,0.045484176
SNRNP27,0.003412304
SDCBP2-AS1,0.184420205
DDX56,0.10847157
SLC31A2,0.204978954
MAFG,0.059532622
ATXN1,0.517090238
STAMBP,0.013091654
TOR1AIP1,0.099723576
SHANK3,0.154078792
MCM9,0.047074476
CSNK1E,0.078653791
KIF2A,0.096800702
TMBIM4,0.001050843
CAMK1,0.080065636
PDE3B,0.157747403
RBBP5,0.023604231
CISH,0.267214599
ZNF862,0.09413649
GSTK1,0.014899518
OSBPL9,0.07690653
MANSC1,0.06080096
TSTD3,0.131180866
DOT1L,0.193018737
JPH1,0.199828489
HEATR5B,0.034007017
LOC440354,0.276778811
SH3BP2,0.18902652
JADE3,0.084266193
KIF3C,0.24710076
ADAP2,0.063356328
FAIM2,0.673404835
RAC1,0.00166271
B9D1,0.091949273
LIMS1,0.039138213
HNRNPC,0.034794705
TOR1B,0.054425477
ANKRD44,0.286031843
ZBTB7A,0.030376948
PDCD7,0.023081717
FAM98B,0.047417591
SETD9,0.143770484
GLUD2,0.049149933
KHSRP,0.042496633
NHEJ1,0.051451532
TEP1,0.161269556
CHIC2,0.304426328
TOMM20,0.03521524
IFT43,0.258292217
GTF2H5,0.051750099
RPS6KC1,0.09299286
ZNF461,0.036246761
SGCB,0.041631674
RPL5,0.149292565
RSG1,0.40659837
NUB1,0.075443367
C8orf82,0.048369237
UHRF1,0.478585399
PIF1,0.257568441
LRP12,0.229569774
LOC441155,0.021078826
NDUFB5,0.199709374
TCTN1,0.09059567
ZNF282,0.083414286
MDH1,0.089385486
CDK10,0.270200034
HTATIP2,0.383505022
GOLGA4,0.025384609
GPATCH2,0.010174339
MEGF9,0.062545348
EIF4B,0.112987621
FAM24B,0.178855439
SMAD5,0.008648997
PRIM2,0.190681795
ZMIZ2,0.316076789
HIPK3,0.015230481
BLVRA,0.037368344
KDM5D,0.103584464
ZBTB9,0.276908272
RPL23AP53,0.037511321
RIOK3,0.028849736
CENPM,0.191673129
DCP1B,0.004237232
XRN1,0.015001502
RAB21,0.03507035
ASRGL1,0.407079013
CUL1,0.051982289
CNOT7,0.00587388
ARHGEF5,0.037792767
ARL2BP,0.03032659
DHDDS,0.048489657
RASSF7,0.217437423
PRUNE,0.013459787
ATXN7L3B,0.072360603
FGD5-AS1,0.046059696
ATG14,0.00596526
TMEM67,0.20519957
CCDC112,0.206500502
BZW2,0.304537205
LYAR,0.147368254
CHKB,0.511819094
ANO8,0.363122797
C4orf46,0.39020444
C15orf41,0.213998365
BMP1,0.337240948
SENP6,0.025174138
ETAA1,0.185347863
ARHGEF7,0.069271008
CTNNB1,0.209955703
ATXN3,0.010290084
LOC80154,0.260885891
ZNF808,0.193610467
H3F3AP4,0.006919932
RAB17,0.031992783
DAZAP1,0.006607048
MRPL42,0.005224608
PVRL1,0.231219806
NUP155,0.217142588
NUMB,0.072928567
UBA6,0.109018542
TBC1D3P1-DHX40P1,0.008549702
WDR75,0.095526559
U2AF1,0.01088359
NSL1,0.115065871
NPTXR,0.024962017
TAF4,0.051611227
ERI1,0.101789538
TIPRL,0.001744649
ITPKC,0.005514938
C2orf42,0.190434436
BLZF1,0.020347452
ARID1B,0.059844617
MESDC1,0.233573681
AKAP11,0.021971759
RAB4A,0.020490041
STAT5B,0.024090415
RPS6KB1,0.061640372
DENR,0.116899877
ZCCHC4,0.025398219
KDELR1,0.10710925
ZNF148,0.013905926
PTPN9,0.084351885
NXPH4,0.046159428
TCEA2,0.145163566
RABGAP1L,0.262365233
CATSPER2,0.377439235
AGO3,0.068658992
DDHD2,0.022562608
CHTF18,0.509577846
PARP9,0.026174218
HES4,0.384188496
FAM35A,0.181758718
POLR2G,0.034649152
ACTR3B,0.065402568
LOC440910,0.6721318
HIPK1,0.133793291
FAM214B,0.315064793
NAT1,0.06983259
SCNM1,0.032992597
KBTBD3,0.201772747
DIS3L2,0.314413666
DHRS11,0.086973515
KDM5C,0.075388656
HMGB3,0.198574162
JAK1,0.497987348
COPS7B,0.065652611
FUBP1,0.043578629
TRIM33,0.027011471
SPA17,0.008036588
MACROD1,0.064335599
SSR2,0.048784992
KIAA1731,0.123056868
SLC35B2,0.047370996
TP53BP1,0.047265359
RAVER1,0.109006705
MANEAL,0.164038308
IDI1,0.448200746
GHDC,0.024678273
PHF20L1,0.175018228
GGNBP2,0.017767368
DNMT1,0.282017302
CUL3,0.013788159
ADAR,0.027814646
HLTF,0.011429982
DHX8,0.101495818
INPP4A,0.299933889
FAM136A,0.241003466
KLHL12,0.067060257
ZUFSP,0.105898121
DNAJC16,0.082032265
SGOL1-AS1,0.512685068
STARD10,0.077564438
COMMD2,0.01603494
SNRPD2,0.021543004
ANAPC15,0.152984009
TMEM121,0.180088189
USP16,0.023131616
ORAOV1,0.003023989
TNPO3,0.031605733
XRN2,0.02609655
ANKRD22,0.481161908
ZNF254,0.269954497
ZDHHC13,0.153834335
TPM4,0.020389018
PTPRJ,0.058946148
NUP50,0.166665517
NUDCD1,0.263065874
RBM15,0.358188153
ZNF347,0.061092941
C10orf2,0.023683004
ZNF818P,0.387127667
FAM63B,0.033842006
MFF,0.009332324
MRPS10,0.132291908
ANKRD24,0.114249449
PMF1,0.048665188
C19orf54,0.049741583
TMEM81,0.167733621
ILF3,0.101362468
GSTA4,0.139954253
UPF2,0.02162123
MLLT3,0.1488536
NUDCD3,0.084987055
ZNF700,0.174073494
ATP5SL,0.000276419
GATAD1,0.106141954
EP300,0.043574602
INO80B,0.525807207
EPG5,0.070399531
PHF14,0.005725643
KIAA1147,0.154767723
COQ10A,0.157212878
SFPQ,0.085052649
CKAP5,0.031077232
PHC1,0.180034673
ERVMER34-1,0.6214325
CYCS,0.128133983
RAB23,0.077605553
RSC1A1,0.143747346
FAAH2,0.237988651
DNMBP,0.162931904
PTBP3,0.658551964
COQ7,0.063897016
ZCCHC7,0.091148349
KATNBL1,0.039618174
BMS1P20,0.175574939
IFT74,0.16271076
ESCO2,0.54933002
ANKRD32,0.308395299
FSCN2,0.565182894
DET1,0.416786323
ATG2B,0.178150431
ZNF324,0.080750782
ASXL2,0.126923311
THAP1,0.031309519
SHC2,0.632659426
ELF1,0.052776106
FAM210A,0.301282952
IPMK,0.107166979
INTS9,0.091033119
PON2,0.072354763
NELFB,0.046201335
SMG5,0.128261946
CBWD6,0.172725682
FEM1B,0.035700939
LZTFL1,0.077161261
HAGHL,0.175784918
MBNL1,0.125430208
WDR36,0.102426495
TRIM52-AS1,0.111317376
SH3YL1,0.034210064
BTG3,0.040804476
NCAPH2,0.081826009
SEC61G,0.14351341
ADNP2,0.042929021
FAM104B,0.028255561
AP5M1,0.051818294
AGAP9,0.226862737
POLR2J2,0.036798769
IFNGR2,0.087683731
LRRC16A,0.031578963
BUD13,0.046769525
FBXO7,0.1018625
USP15,0.002795493
EME1,0.378097952
MCEE,0.048889082
JUN,0.57564319
SH3BGR,0.757228712
ATN1,0.076727454
NDUFA12,0.044034867
ZNF345,0.268476702
MOB4,0.141717096
CCNDBP1,0.024020687
TCTN2,0.060525885
APITD1-CORT,0.196794723
P4HA1,0.058932867
PNO1,0.020271321
FZD3,0.226562822
USP18,0.052375207
PAPD7,0.065745918
SLC25A39,0.062338243
ADAT1,0.113341902
ARHGEF12,0.090310199
SMU1,0.005578599
FAM156A,0.220846814
PIP4K2C,0.174480006
KRBA1,0.08696324
ACTR1B,0.071059754
PMCH,0.371668186
PRDM15,0.166528472
BBS10,0.007449821
AMBRA1,0.028207344
SH3D19,0.032177777
NECAP2,0.048365749
ANKS3,0.070711821
UBAC1,0.102115254
PPM1D,0.079595621
NF1,0.006594608
COG2,0.010083846
CCDC61,0.34725996
RAPGEF6,0.279416478
WDR4,0.344777534
RHNO1,0.138949591
EXOSC8,0.07924704
RNF123,0.102629746
NDC80,0.153927014
ZNF45,0.008260697
LTA4H,0.114629452
BRD1,0.034841155
RAB4B,0.048068506
DNAJC13,0.138218415
TNFSF15,0.322991035
COMMD3,0.00155698
VPS37A,0.0503161
RAB11FIP4,0.254227153
PRR24,0.498904591
INPP5E,0.18381285
ZWILCH,0.279575059
HIP1,0.195912267
CLDN15,0.339809205
FAM27E3,0.360589526
NUAK2,0.197336414
ORC2,0.157815298
ABCB7,0.004742312
PPIL4,0.119597867
STAG3L4,0.022393432
SLU7,0.058516259
DEPDC1B,0.192120942
PYGO2,0.059301088
NSMCE2,0.005360756
SDE2,0.052780219
CDK5RAP2,0.033131085
LRRC39,0.234115518
ISCU,0.315711598
SUZ12,0.020865267
LOC100131564,0.554739444
BAX,0.1085825
ARIH1,0.01446783
RNF169,0.044233799
ALG11,0.083896795
ZNF322,0.028782281
ATP6V0A1,0.127900569
SSH2,0.081993428
ING5,0.066757169
CCNT1,0.089114906
ZNF672,0.016429517
LUC7L3,0.208029608
SRPK2,0.107374145
MAGI3,0.196560943
WDFY2,0.119534116
MXD1,0.079490942
UBE2R2,0.005836772
CAPN7,0.072181037
MSI2,0.090549027
CRY2,0.048914493
HTRA1,0.563252381
TMBIM6,0.045090445
ZNF264,0.1163666
CDC7,0.299282341
CAST,0.08745668
CDCA4,0.345331478
RANBP17,0.332961021
FH,0.244073895
CCDC71L,0.087596174
SLC35C2,0.071851089
FLJ31306,0.09443394
MAP3K4,0.113936437
KIAA1033,0.082170946
EIF4ENIF1,0.052466421
ASL,0.178794186
UBR5,0.081478175
EGLN1,0.16450976
SPATS2L,0.075603307
KDELR3,0.277428494
CRY1,0.040351948
TMEM161B,0.072127895
P4HTM,0.091268368
DBNL,0.1861181
DEDD,0.015084703
ASUN,0.275790677
PPP1R3F,0.215294489
ARHGAP5,0.038822883
TTC26,0.093435263
RABGEF1,0.101427675
ZNF821,0.381185623
EIF4G3,0.006273084
ZMYND11,0.069828187
EXOC8,0.264279561
SETD8,0.10324651
TCOF1,0.322713414
USP9X,0.000738288
BBS1,0.036971662
ZNF429,0.12199973
CCT7,0.32016241
NUP188,0.307192446
RPSA,0.068861623
PUS1,0.228320132
CDCA8,0.312320009
FYTTD1,0.044120209
PLSCR3,0.209014694
TYMS,0.407865062
FAM203A,0.228037586
GAR1,0.024177678
CDS1,0.172425584
INO80,0.029990293
PLCD3,0.065471988
PAG1,0.49981576
SBNO1,0.123253695
MLF2,0.01777514
TGIF2,0.166334973
H1FX,0.099127683
ERRFI1,0.134246999
ZNF501,0.50471686
NBN,0.007890163
RP11-242D8.1,0.300550503
MBTD1,0.041802765
MAN1A1,0.703220429
SF3B4,0.154088575
GART,0.178236477
POU2F1,0.156003545
SPSB3,0.419564106
CCDC97,0.082072777
DNM1L,0.081336846
MYO1E,0.221340907
INPP5K,0.149663501
NAF1,0.109855241
ZZZ3,0.056047092
ZNF767,0.375127892
DENND4C,0.042686115
EPOR,0.402874272
ATP6V1B2,0.17581124
ATRX,0.058874112
ABCD3,0.346741608
MAD2L1,0.422912047
HOMEZ,0.141656232
CDCA5,0.49479894
ZNF420,0.076482465
NOL8,0.134240213
UTP20,0.259321839
ZNF593,0.143339969
CNTLN,0.074234551
SLC25A27,0.537482754
ARHGEF39,0.400168277
DCAKD,0.03802465
SLC37A3,0.151891627
LPCAT4,0.446904419
PKNOX1,0.049639394
NUFIP2,0.11091286
SLC6A9,0.674779286
PMVK,0.007508423
HECTD2,0.296135274
FAM81A,0.492576032
SLC38A1,0.221635501
C9orf40,0.228122005
R3HDM2,0.251773239
IKZF5,0.065067371
FAM122B,0.236656233
ABCB8,0.194978656
SSFA2,0.4314476
TMX3,0.163578166
HIST2H2AC,0.284020674
TRAK2,0.280795547
SP2,0.049504724
CLNS1A,0.024686548
TXNDC12,0.178986436
IMMT,0.280394518
RCOR3,0.1254343
SSRP1,0.064665958
NBPF15,0.27904945
SNORD10,0.866872055
TMEM231,0.010862882
COPB2,0.175456895
SCAMP3,0.016047201
ZNF566,0.017770694
RPLP0,0.165094792
GPATCH4,0.110493156
SMARCB1,0.063058164
FTL,0.084991416
MRI1,0.150443475
CD2AP,0.023917668
SRPR,0.225888392
PCNP,0.052995274
PCNA,0.560490319
ZNF721,0.08349692
MEPCE,0.054098304
SF3B1,0.082842333
ALG5,0.105971445
TACC3,0.278996373
ENOX2,0.013633471
MTERF,0.045962291
KAT8,0.040963412
ZNF564,0.174471003
NCOA7,0.376539494
CDKN2AIP,0.045124206
TTLL5,0.070382016
POGK,0.077846577
SOX4,0.288565013
KAT5,0.014940366
USF1,0.056244062
MAP9,0.011396909
PBX1,0.384796238
COX6A1,0.074893889
UBQLN4,0.146342913
LSS,0.448968085
ISG20,0.723999635
ZKSCAN5,0.016214019
SBDS,0.092155022
CBX3,0.176959796
MAP2K1,0.075509941
E2F1,0.471274516
ABI1,0.033324531
HNRNPA1L2,0.048437978
TMEM55B,0.120711794
NDUFA4,0.122689593
RCE1,0.055352427
PHF19,0.356497299
BMI1,0.327398496
HNRNPLL,0.083520695
BCL2L12,0.353295677
UCKL1,0.04192361
FAM161B,0.449891545
CNOT8,0.054959209
THOC1,0.111138033
ZNF708,0.127153019
VAMP7,0.074083945
NSF,0.120586791
KIF27,0.329422301
SLC35E3,0.32328219
COMMD6,0.081042348
KMT2B,0.256658706
THOC3,0.219836244
LRCH4,0.371380676
PROM2,0.291172066
C6orf106,0.031815312
LOC339803,0.15846947
CADM4,0.202913205
IER2,0.210460729
SPR,0.319682063
RGP1,0.096655331
NSG1,0.58972188
LIG3,0.035030337
FBXL15,0.137265976
RNF146,0.144161812
PNPLA8,0.007212652
RAD18,0.390808428
RWDD4,0.0861705
ARL6IP6,0.162504635
SOGA1,0.275194175
SFR1,0.090848997
GIN1,0.241292179
TRPT1,0.089547724
LRRC75A-AS1,0.239546264
RALGPS1,0.456928234
ZBED1,0.076513326
UBE2H,0.251097444
ZNF449,0.435123202
RPL27A,0.134719074
DCK,0.254485765
CCDC64B,0.516468143
FAM96A,0.172728012
STRADA,0.037385522
RAB1A,0.039234206
SMC4,0.383939575
NPHP1,0.108675884
RFC1,0.044319881
VASP,0.005504572
PTPN3,0.089953732
STAU2,0.131204371
GYLTL1B,0.446945331
AGO1,0.222118817
C6orf57,0.138577958
RSRC1,0.047757991
TRAPPC10,0.075961498
DYRK1A,0.080513969
ILF2,0.31720848
HAUS5,0.260215334
HNRNPM,0.09711028
ITGA5,0.547038982
FAM229A,0.450353187
SNRPE,0.222244527
RAB3GAP2,0.139137526
DDX47,0.210498147
WAC,0.076102518
TCHP,0.044452396
BCAR3,0.170448227
NFKB2,0.315716158
BIRC5,0.39804335
MED21,0.01595473
C11orf57,0.03076012
SRPK1,0.119871922
OXR1,0.020815839
ZNF569,0.191321607
ANAPC7,0.16781642
ING4,0.292666916
IDH3A,0.468361829
C7orf73,0.164069778
DCLRE1B,0.465913053
ATL2,0.023215143
TTLL11,0.34170327
DHX30,0.215768982
UPF3A,0.255385365
CHST3,0.486804338
CISD1,0.309787137
LOC100130987,0.051424933
C9orf142,0.054918872
ESCO1,0.010686971
TMEM128,0.103534488
DVL3,0.028934472
SENP5,0.020751863
SLC25A51,0.077036078
YY1,0.008255539
RAP1GDS1,0.058487298
ALG9,0.034868927
ZNF417,0.177648352
CBR3,0.290052111
TMEM168,0.07829792
SNRPA,0.23804862
RHOA,0.028822186
DBP,0.256594333
TTC23,0.036859061
BRD7,0.004715995
HAX1,0.268001223
ZNF777,0.152669992
IMPDH1,0.342398126
RSRC2,0.021122824
TMEM18,0.057327772
ZNF48,0.021082032
FBXO46,0.072367709
YLPM1,0.13270119
YBX3,0.113814409
TNFRSF21,0.155156587
SRSF3,0.149201114
CDC16,0.014786591
DALRD3,0.077285092
SNX1,0.09777101
ELMOD2,0.048296262
ZNF502,0.553080888
RBL2,0.18814048
TPM2,0.759405505
NQO2,0.208152767
WDR11,0.235894347
RBM17,0.124722919
PHKG1,0.064022567
FAM208B,0.013667711
SESN2,0.733996178
MAP1B,0.662794017
HSD17B14,0.689289776
PTMA,0.259849459
DNPH1,0.161048374
NDFIP2,0.114329367
HNRNPUL2,0.036015575
MEX3C,0.230516776
ABCB6,0.39660935
RAD51B,0.00587576
RP11-80G7.1,0.604464744
RPL23AP7,0.287841689
MTRR,0.052840077
R3HCC1L,0.114152276
NUDT4P1,0.434922415
MBD1,0.047323693
TOMM70A,0.004317392
CASP9,0.112393697
IBA57,0.181710056
AP4M1,0.087296353
ZNF236,0.240390079
MGME1,0.174691147
DDHD1,0.15674124
PTPN1,0.107353001
PRICKLE3,0.36852044
HIF1A-AS2,0.26206117
NDUFS1,0.122973852
MAGEA2,0.120931887
WIPI2,0.07387814
PIGN,0.002764287
FNDC3A,0.123510367
PTK2,0.030387749
FAM216A,0.109121576
ABHD10,0.061659895
CHEK2,0.311737386
MAP4,0.008048049
RDX,0.085390474
PAGR1,0.316013106
NCOR1,0.230870047
MXI1,0.219454919
SBDSP1,0.345473187
MIOS,0.048992831
UHRF1BP1,0.436030663
DPY19L3,0.092308113
TMEM260,0.328641437
GOLGA2,0.159871607
OXCT1,0.082101308
NUDT1,0.590746271
INPP5B,0.207519692
FAM134A,0.055131058
SDHC,0.033124396
LRIG3,0.351205972
RPS12,0.194625564
NAMPT,0.082052745
BPNT1,0.29912626
SYNM,0.412677056
HNRNPA1,0.032641475
CEBPD,0.386011411
JMJD1C,0.446971105
HNRNPD,0.283521138
LENG1,0.352458529
UBE2S,0.173805782
NAGK,0.0358284
C1orf174,0.109028875
CCT6P3,0.364102167
UBL7-AS1,0.23090904
INVS,0.257325291
CHTOP,0.004709367
EXD3,0.179576304
PIDD,0.586485373
PLRG1,0.070389119
SPAST,0.128238544
ADAMTS13,0.643705489
GOT1,0.055876836
PPIA,0.304489521
CENPO,0.447334916
LOC389765,0.335441621
TPM3P9,0.317389212
TBC1D22B,0.119388184
CRYZ,0.253369267
ZNF219,0.221160382
OGFOD2,0.464686525
SOCS4,0.139217015
AGAP1,0.271914708
RBM4B,0.01347387
DNAL1,0.313166836
SIN3A,0.012501202
GLTSCR1,0.247711212
IDI2-AS1,0.637541695
SNORA5A,0.912937803
AZIN1,0.211467658
SMAD2,0.03671916
AASDH,0.211559786
MFHAS1,0.285581765
MED20,0.084981346
CNIH4,0.036558662
BZW1,0.071977346
ARNT2,0.490288689
C5orf28,0.448910297
KLC3,0.336954362
CUL5,0.001947709
SMIM19,0.071748599
ZNF391,0.476942189
FAM169A,0.148083601
C11orf49,0.039759016
NCKIPSD,0.176628463
WNK1,0.046005702
SZRD1,0.116012536
ELP5,0.03149666
POM121,0.230150599
PPCDC,0.055554772
RHOBTB2,0.116286685
UFSP2,0.195742075
NME1-NME2,0.581014559
TTC3,0.244752569
HAUS3,0.24947308
VPS29,0.022802198
IDH3B,0.049058193
YIPF4,0.07297246
EPHX2,0.178461662
CNPPD1,0.10817537
PRMT1,0.01097823
ZNF24,0.095770439
MLH1,0.099140338
CDC23,0.138944825
COG7,0.035024999
MPPE1,0.01440482
ZFYVE20,0.175683193
CEP120,0.162051382
DIAPH2,0.116599509
DPP7,0.038726427
ANKRD40,0.04342327
PRPSAP2,0.028889484
THYN1,0.059080249
PTPLB,0.16559999
RGS5,0.00193467
MEMO1,0.103469053
FAHD2CP,0.705317592
DUSP8,0.638689642
RPS4Y1,0.169076461
DCPS,0.307428583
RSPRY1,0.074238612
CIZ1,0.018940489
CTNND1,0.030886916
RCHY1,0.16177443
CMAS,0.274630673
TECPR2,0.101713755
PCDHGA10,0.458471638
GINS4,0.550429538
CS,0.336644816
C2orf49,0.044229928
TCEB3,0.237158392
FMR1,0.051937153
ALKBH6,0.351684997
ABHD13,0.047971438
TUBA1B,0.627957699
ACTR3C,0.35527164
ATP5O,0.266318466
UBA5,0.120093561
DHRS4,0.131709152
TEX10,0.195395046
MMD,0.325610587
CDS2,0.061333745
LOC100507217,0.441773636
RBM12B,0.21862731
SLC39A6,0.13713133
DUS3L,0.344471625
ZNHIT1,0.0791146
SLC25A3,0.053191042
LOC100507424,0.325067479
TNRC6B,0.120916514
RRP7B,0.370229431
C9orf72,0.082925875
LOC728613,0.464352703
ZNF23,0.426461657
DYNLL1,0.285938972
Sep-08,0.087389758
POLR2J4,0.033080357
CTB-178M22.2,0.76927403
MR1,0.623700333
PSMD4,0.005193375
C16orf87,0.03120007
ASH2L,0.028310848
CACUL1,0.159632694
CASC2,0.149925459
PPP6R2,0.3130754
IKBKB,0.338946928
KIAA0586,0.232358367
TSNARE1,0.624107638
TOP1MT,0.092720526
ANKRA2,0.324760453
SAP30L,0.078007008
ZNF714,0.397700797
MELK,0.346362629
ACTL6A,0.347770431
LPXN,0.549876532
RNF111,0.133408278
AC012309.5,0.361167188
TYMP,0.417040924
MCM2,0.5667105
PACSIN3,0.003478919
HDAC3,0.121578533
MAGOH,0.220043522
YWHAZ,0.020735532
SLC25A46,0.054933477
C16orf52,0.023413399
METTL17,0.196033167
CRAMP1L,0.320361851
PGAM5,0.396109718
STX10,0.116823205
ASB3,0.541472528
SLC12A2,0.446434798
MAP1LC3B,0.655217401
MSMO1,0.69042866
TMEM60,0.197130483
BMF,0.527640292
HMG20B,0.071212549
SKAP2,0.201292772
NDC1,0.426500689
RALGAPB,0.186992609
AUP1,0.256490119
RPS28,0.160569736
STX6,0.083297818
XPOT,0.587358328
TMEM5,0.182428508
MAPK14,0.134060807
PRKD3,0.174301075
PIAS4,0.236780135
RPLP2,0.025883386
GLYATL1,0.430004495
PAM,0.278485222
FAM185A,0.309098314
UBR1,0.021094985
ADM2,0.70388961
TMEM183B,0.066127969
ERICH1,0.336970824
DDX54,0.216209803
ELF3,0.610045216
ANKRD27,0.112414653
SNAPC1,0.141270462
CDC42BPG,0.347061115
CD58,0.293319147
PJA2,0.143120541
IKBIP,0.195102678
MAPK8,0.073830633
AD000090.2,0.68679821
UBE2W,0.24226549
LSM12,0.073067701
KIF3A,0.041009026
LMLN,0.20250111
NUMA1,0.142224543
ATF6,0.547501057
DDB2,0.128110933
LNPEP,0.21907344
ZNHIT3,0.039457742
DHX40,0.031541915
SNHG8,0.564536229
PPP5C,0.08018118
DDX17,0.167123895
CMTR1,0.075265816
LTN1,0.265639025
THAP9-AS1,0.135042227
PPP2R5A,0.040373672
RWDD3,0.195603141
HINFP,0.084635787
AURKA,0.343942871
RNF8,0.002944594
USP33,0.025655299
E2F6,0.049407979
MLXIP,0.173362301
TRIQK,0.273218885
CAMTA2,0.229000538
DDX19B,0.386955069
POGLUT1,0.105669256
CCZ1B,0.049441754
DECR2,0.126123393
PPAP2B,0.562558425
SNAPC3,0.0721477
TSFM,0.397181796
CAMSAP2,0.13593681
COX7A2,0.191174626
RBPJ,0.208501231
SMARCAL1,0.004122946
ITGB3BP,0.172428153
COQ5,0.093722195
CHCHD2,0.103118388
RP11-545I5.3,0.250816567
LOC285074,0.167746089
