gene,GSE55030_p_val,GSE71797_fc_1,GSE71797_fc_2,GSE82223_fc_1,GSE86532_fc_1,GSE92574_fc_1,GSE110903_fc_1
AC010524.2,0,0,0,0,0.000592471,0,1.242495045
PIH1D1,0,0.430646731,2.256361326,0,0.03500648,1.193285999,0.936476509
NOSIP,0,1.942547383,0.859420159,0,0.842940684,0,0.640132926
RRAS,0,9.671331607,0.583038769,0,0,0,0.755033884
IRF3,0,1.876977862,0.963052286,0,0.940683989,0,0.896579573
CTB-33G10.1,0,0,0,0,0,0,1.193289661
FUZ,0,0,0,0,0.080415025,0,0.907310892
PTOV1-AS1,0,0,0,0.173357926,0,0,0.460020879
AC018766.6,0,0,0,0,0,0,14.56972759
PTOV1-AS2,0,0,0,0,0,0,0.814816947
AC018766.4,0,0,0,0,0,0,0.805796093
PNKP,0,0.524028316,0.885269057,0,0.286915744,0,1.120528603
AKT1S1,0,1.042262651,0.897584138,0,0,0,1.369314291
NUP62,0,0.857569546,0.950621744,0,0,0,1.621638289
VRK3,0,0,0,0,0.004878672,0,2.051546557
CTD-2126E3.3,0,0,0,0,0,0,38.28186524
KCNC3,0,0,0,0,0.13508214,0,0.926751762
FAM71E1,0,0,0,0,0.83917629,0,1.535224901
JOSD2,0,1.408098236,0.819679645,0,0,0,0.564589146
CTD-2568A17.1,0,0,0,0,0,0,22.61462488
CTD-2568A17.8,0,0,0,0,0,0,99.94896692
C19orf48,0,0.096808671,4.408680656,0,0.19007313,0.320976726,4.419402795
KLK1,0,0,0,0,0.002735278,0,0.492047911
KLK15,0,0,0,0,0.267250062,0,2.86574504
KLKP1,0,0,0,0,0.248117248,0,0.497304165
KLK4,0,0,0,0,0.041144771,0,2.065792427
CTU1,0,0,0,0,0,0,0.675961416
VSIG10L,0,0,0,0,0.025623916,0,3.488675526
ETFB,0,0.44821864,0.641283308,0,0,0,0.520978567
CTD-2616J11.10,0,0,0,0,0,0,1.338703312
CLDND2,0,0,0,0,0,0,0.130819093
AC006272.1,0,0,0,0,0,0,3.820530088
ZNF577,0,0,0,0,0,0,18.98991437
ZNF649,0,0,0,0,0,0,9.503998515
ZNF350,0,0,0,0,0,0,13.14960459
ZNF615,0,0,0,0,0.889073254,0,23.21297169
ZNF614,0,0,0,0,0,0,10.31992005
ZNF432,0,0,0,0,0,0,7.772034433
CTC-471J1.2,0,0,0,0,0,0,21.11013825
ZNF841,0,1.308259439,0.519060854,0,0,0,4.316913408
CTC-471J1.10,0,0,0,0,0,0,3.962611184
ZNF616,0,0,0,0,0,0,1.497500531
ZNF836,0,0,0,0,0,0,0.846506265
ZNF528-AS1,0,0,0,0,0,0,0.824329386
ZNF83,0,1.286812889,0.41910591,0,0,0,0.863741187
CTD-3099C6.9,0,0,0,0,0,0,0.817025952
ZNF611,0,0,0,0,0.174848535,0,2.006101949
ZNF600,0,0.758075425,0.990061218,0,0,0,0.939064519
ZNF28,0,0.541856333,0.782419598,0,0,0,0.896178796
ZNF468,0,0.707481428,1.027491297,0,0,0,1.035436809
CTD-2331H12.5,0,0,0,0,0,0,2.766257318
ZNF320,0,0.522896541,0.709439773,0,0.990571721,0,1.061853598
ZNF888,0,0,0,1.170020052,0,0,1.70111462
ZNF816-ZNF321P,0,0,0,0,0,0,3.907319447
ZNF816,0,0,0,0,0.703064248,0,1.6159751
ZNF702P,0,0,0,0,0.024852167,0,4.134112111
ZNF160,0,0,0,0,0.851670023,0,0.853417365
ZNF415,0,0,0,0,0,0,0.6125332
ZNF347,0,0,0,0,0.061092941,0,0.913834059
ZNF665,0,0,0,0,0,0,0.462095254
NDUFV2P1,0,0,0,0,0,0,0.405453034
ZNF677,0,0,0,0,0,0,2.118318432
AC008753.6,0,0,0,0,0,0,0.546780279
TFPT,0,0.413872552,1.274493411,0,0.194150715,0,2.070913787
LENG1,0,1.026269775,1.296526112,0,0.352458529,0,0.643239388
TMC4,0,0.006562668,0.261598272,0,0,0,0.814839408
MBOAT7,0,0.871841151,0.361266628,0,0,0,0.99033959
LENG8-AS1,0,0,0,1.116664993,0,0,0.900612846
LENG9,0,0,0,0,0,0,1.056798261
RDH13,0,0,0,0,0.562663042,0,1.247433038
PPP1R12C,0,1.689890519,1.566519374,0,0.127065364,0,1.324442897
TNNT1,0,0,0,0,0.000160305,0,1.680198027
DNAAF3,0,0,0,0,0.007166561,0,0.263190906
SYT5,0,0,0,0,0.00082107,0,530.5545695
TMEM86B,0,0,0,0,0,0,2.423060487
PPP6R1,0,2.173733034,0.607050147,0,0,0,1.406899366
HSPBP1,0,2.353657473,1.039562667,0,0,0,0.703892107
CTD-2105E13.15,0,0,0,0,0,0,2.349468891
TMEM238,0,0,0,0,0,0,0.594954219
UBE2S,0,0.596618853,3.052477566,0,0.173805782,0,0.690985453
ISOC2,0,0.3285983,2.276344803,0,0,0,1.058835186
ZNF579,0,0,0,0,0,0,1.899632056
FIZ1,0,0,0,0,0,0,1.042030188
ZNF784,0,0,0,0,0,0,0.944391317
ZNF787,0,0,0,0,0,0,1.022558086
ZSCAN5A,0,0,0,0,0,0,1.279450469
ZNF582,0,0,0,0,0.45249733,0,0.987629945
ZNF667,0,0,0,0,0,0,0.465574028
AC005498.3,0,0,0,0.179295591,0,0,0.513959123
PEG3,0,0,0,0,0,0,0.152883662
CTC-444N24.6,0,0,0,0,0,0,0.567241125
VN1R1,0,0,0,0,0,0,4.320025334
ZNF772,0,0.830337179,0.282353889,0,0,0,0.845637593
ZNF550,0,0,0,0,0,0,2.577504811
ZNF416,0,0,0,0,0,0,1.050838102
ZNF671,0,0,0,0,0,0,0.717221799
ZNF552,0,0.584859213,0.362396726,0,0,0,0.639057527
ZNF814,0,0,0,0,0,0,1.151323923
ZNF417,0,0,0,0,0.177648352,0,1.157243707
ZNF418,0,0,0,0,0,0,0.909766062
ZNF256,0,0,0,0,0,0,0.93338853
C19orf18,0,0,0,0,0,0,2.53455192
ZNF606,0,0.663072336,0.350333375,0,0,0,1.033369569
ZSCAN18,0,0,0,0,0,0,1.027133955
ZNF329,0,0.901486717,0.826346823,0,0,0,1.807809952
CTD-3138B18.5,0,0,0,0.283993422,0,0,0.433161429
A1BG,0,0,0,0,0,0,0.210775082
ZNF497,0,0,0,0,0,0,0.243432662
ZNF837,0,0,0,0,0,0,1.080628662
CTD-2619J13.14,0,0,0,0.344947985,0,0,0.401416841
CTD-2619J13.17,0,0,0,0,0,0,0.893464115
ZNF132,0,0,0,0,0,0,0.263479016
CTD-2619J13.23,0,0,0,0,0,0,0.198406394
SLC27A5,0,0,0,0,0,0,0.019397421
ZBTB45,0,0,0,0,0,0,0.974943043
CHMP2A,0,1.220317984,0.744152507,0,0,1.438355923,0.557716988
UBE2M,0,0.983916712,1.164436205,0,0,0,1.463679538
MZF1,0,0,0,0,0,0,1.12536464
DEFB126,0,0,0,0,0,0,0.545738642
DEFB132,0,0,0,0,0,0.409447819,5.009970457
ZCCHC3,0,0,0,0,0,0,1.305827032
SOX12,0,0,0,0,0,0,0.612874526
NRSN2,0,0,0,0,0,0,0.946683618
TRIB3,0,0.855204933,6.661943266,0,0.646181255,0,1.247853961
RBCK1,0,0.655060718,2.277553973,0,0.979458723,0,1.145672398
FAM110A,0,0,0,0,0,0,2.059365653
PSMF1,0,0.524335072,0.828124488,0,0,0,1.140062834
SNPH,0,0,0,0,0,0,130152292.9
SDCBP2-AS1,0,0,0,0.149624576,0.184420205,0,0.294240701
RP11-314N13.3,0,0,0,0,0,0,0.874853152
SIRPA,0,0,0,0,0,0,2.720321424
STK35,0,0,0,0,0.486258666,0,1.399081176
RP11-128M1.1,0,0,0,0,0,0,0.677317576
TGM3,0,0,0,0,0,0,0.006422206
NOP56,0,1.032975627,1.031915558,0,0,0,0.700708131
EBF4,0,0,0,0,0,0,15.1721158
VPS16,0,1.416633766,0.638725188,0,0,0,0.739204735
PTPRA,0,1.55236032,0.516358169,0,0,0,0.993795896
GNRH2,0,0,0,0,0,0,0.3229193
MRPS26,0,1.108743005,0.945634304,0,0,0.541347779,1.412905874
ITPA,0,0.923472058,2.425682953,0,0.020665304,0,0.731642863
ATRN,0,2.04915826,0.645670847,0,0,0,0.866209629
CDC25B,0,0,0,0,0.042911933,0,1.205343973
AP5S1,0,0,0,0,0,0,1.199433645
MAVS,0,2.509083516,0.4148239,0,0,0,1.082982845
PANK2,0,1.336701475,0.677922195,0,0,0,0.744489443
FTLP3,0,0,0,0,0,0,0.538376407
SMOX,0,0,0,0,0,0,1.854719708
PRNP,0,4.986594914,0.858442175,0,0,0,1.025173201
CDS2,0,0.859257882,1.401157205,0,0.061333745,0,0.866149371
C20orf196,0,0,0,0,0,0,1.6619473
CHGB,0,0,0,0,0.03908589,0,233.1407475
MCM8,0,0,0,0,0.071104109,0,0.587652655
RP5-967N21.11,0,0,0,0,0,0,1.024262853
CRLS1,0,0.86753615,1.378172367,0,0,0,0.823454088
RP4-775C13.1,0,0,0,0,0,0,0.495380704
PLCB1,0,0,0,0,0.001628306,0,2.739909234
PLCB4,0,0,0,0,0,0,0.430284886
ANKEF1,0,0,0,0,0,0,0.339202416
SNAP25,0,0,0,0,0.000812949,0,216322675.1
SLX4IP,0,1.984271566,0.458192389,0,0.026015159,0,0.375231046
BTBD3,0,0.703387621,1.823179855,0,0.005612373,1.373340265,1.451355966
SPTLC3,0,0,0,0,0,0,1.000813106
NDUFAF5,0,0,0,0,0,0,0.558006603
SNRPB2,0,2.588167396,0.983049944,0,0,0,1.112858318
DSTN,0,1.242561228,0.937064855,0,0,0,2.283449211
MGME1,0,0.516856606,1.637370968,0,0.174691147,0,0.381175251
PET117,0,1.540121548,1.005100704,0,0,0,0.569165342
CSRP2BP,0,1.110643322,0.310437665,0,0,0,0.921404072
ZNF133,0,2.89101957,0.408976,0,0,0,0.621197953
POLR3F,0,0,0,0,0,0,0.868760997
RPS19P1,0,0,0,0,0,0,10846025.32
SEC23B,0,0.800765789,0.702137665,0,0,0,1.369161793
LINC00493,0,1.500923911,0.705802808,0,0,0,0.915850654
DTD1,0,1.994820997,1.505257534,0,0.37001835,0,0.389219118
RP5-1068E13.7,0,0,0,0,0,0,0.431518153
RP1-122P22.2,0,0,0,0.261737235,0,0,0.308513795
RIN2,0,0,0,0,0,0,4.812457606
NAA20,0,2.155287261,0.766491712,0,0,0,0.503850695
INSM1,0,0,0,0,0,0,905.8685216
RPL24P2,0,0,0,0,0,0,0.741266897
KIZ,0,0,0,0,0,0,0.323361124
XRN2,0,0.921444652,0.817709645,0,0.02609655,0,0.74671897
RPL41P1,0,0,0,0,0,0,0.59155874
NXT1,0,1.429874149,2.176769388,0,0,0,0.702622503
GZF1,0,0,0,0,0,0,1.163013165
RP4-568C11.4,0,0,0,0,0,0,0.41141281
ENTPD6,0,1.181514146,0.626009317,0,0,0,0.913782925
PYGB,0,4.33531417,0.56984238,0,0,0,0.361102404
GINS1,0,0,0,0,0,0,0.196034078
ZNF337-AS1,0,0,0,0,0,0,0.305335331
RP4-694B14.8,0,0,0,0,0,0,0.388704666
VN1R108P,0,0,0,0,0,0,0.135230131
RP13-401N8.1,0,0,0,0.797860323,0,0,0.128829844
CTD-2514C3.1,0,0,0,0,0,0,7.44E-08
FRG1B,0,1.309303181,0.833386182,0,0.700539798,0,0.689846572
HM13,0,2.888053522,0.714995148,0,0,0,1.954478647
MCTS2P,0,0,0,0,0,0,0.43795905
HM13-IT1,0,0,0,0,0,0,0.415148629
ID1,0,0.72993861,3.451811287,0,0.084321876,2.397226336,30.79554461
TPX2,0,0.760114264,2.965137687,0,0.022820543,0,1.003263551
XKR7,0,0,0,0,0,0,557.9815643
TM9SF4,0,3.103183718,0.590558492,0,0,0,1.794461204
POFUT1,0,5.203613036,0.500398436,0,0,0,0.778046849
KIF3B,0,2.052398852,0.610553643,0,0,0,0.587149387
ASXL1,0,4.508795863,0.647144909,0,0,0,1.18476345
DNMT3B,0,0,0,0,0.015758979,0,0.382347232
MAPRE1,0,2.078925174,1.026182321,0,0,0,1.299295387
RP5-1085F17.3,0,0,0,0,0,0,2.038309906
BPIFB2,0,0,0,0,0,0,10.2426231
BPIFA4P,0,0,0,0,0,0,125369793.9
BPIFB1,0,0,0,0,0,0,2.217316396
CBFA2T2,0,1.914466356,0.14572136,0,0,0,1.18110074
ACTL10,0,0,0,0,0,0,1.038955608
ZNF341,0,0,0,0,0,0,1.29902919
CHMP4B,0,1.723857924,0.750897409,0,0,0,0.938730691
RALY,0,1.979882257,1.251209132,0,0.139089326,0,1.08528336
ITCH,0,2.709847246,0.96602282,0,0.159851217,0,1.808551391
DYNLRB1,0,1.356310344,0.74410502,0,0,0,1.489434663
MAP1LC3A,0,0,0,0,0.069314669,0,2.5584211
TP53INP2,0,0,0,0,0,0,0.775080633
ACSS2,0,0.753559487,1.52644645,0,0,0,1.125606895
PROCR,0,0,0,0,0.048911463,0,1.309657983
MMP24,0,0,0,0,0.009341116,0,3.418812468
CEP250,0,0,0,0,0,0,0.45671362
ERGIC3,0,2.097810625,0.710768989,0,0,0.409953443,0.840314928
SPAG4,0,0,0,0,0,0,1.556067153
ROMO1,0,1.468635857,0.768701124,0,0,1.141060606,1.026274566
PHF20,0,1.753974083,0.548802942,0,0,0,1.277153026
EPB41L1,0,0,0,0,0,0,0.992595087
AAR2,0,2.755668123,0.638089881,0,0,0,0.923745745
DLGAP4,0,0,0,0,0,0,2.580978561
MYL9,0,0,0,0,0,0,0.980753392
TGIF2,0,0,0,0,0.166334973,0,0.125263066
C20orf24,0,2.919735066,1.07130372,0,0,0,0.90823722
RPN2,0,2.34540137,0.981547657,0,0,0.856356757,1.660719005
MANBAL,0,1.916442762,0.894286783,0,0,0,0.984915449
SRC,0,0.637037531,1.333765964,0,0,0,3.558819074
CTNNBL1,0,3.405381288,0.907113287,0,0.163973668,0,0.7207233
VSTM2L,0,0,0,0,0.224782343,0,3.258383589
RPRD1B,0,1.794942665,1.179911152,0,0.31994277,0,1.621654348
SNHG11,0,4.387715861,0.959760102,2.455415845,0,0,1.68526813
RALGAPB,0,2.131322216,1.14909596,0,0.186992609,0,2.58062347
ACTR5,0,0,0,0,0,0,0.607419308
FAM83D,0,0,0,0,0,0,0.651635751
DHX35,0,0,0,0,0.565538282,0,0.835830562
TOP1,0,2.481671474,0.488818074,0,0,0,1.067803104
PLCG1,0,5.048307133,0.255765627,0,0,0,0.916945314
LPIN3,0,2.353628023,0.377134628,0,0,0,0.535251398
SRSF6,0,0.66902757,0.721551062,0,0,0,0.851291752
L3MBTL1,0,0,0,0,0,0,0.160002335
SGK2,0,0,0,0,0.015282081,0,19.56248382
IFT52,0,2.204980983,0.894239089,0,0,0,0.510757873
MYBL2,0,0,0,0,0.953099772,0,0.46079622
TOX2,0,0,0,0,0,0,0.27600163
OSER1-AS1,0,0,0,0,0,0,0.363867319
GDAP1L1,0,0,0,0,0,0,61660076.28
TTPAL,0,10.3991705,0.280666204,0,0,0,0.487765152
PKIG,0,4.594442404,0.898794402,0,0,0,0.212665328
KCNK15,0,0,0,0,0,0,9650400.593
YWHAB,0,3.326464988,0.673277043,0,0,0,1.276636165
PABPC1L,0,0,0,0,0.222459165,0,0.923783471
STK4,0,6.083337913,0.966055899,0,0,0,1.015477956
PI3,0,0,0,0,0,0,16311738.37
SYS1,0,2.306247773,0.721584685,0,0,0,0.955567537
DBNDD2,0,0,0,0,0.00234165,0,0.247883051
PIGT,0,5.144116225,0.597990192,0,0,0,0.571301552
DNTTIP1,0,0,0,0,0.526433682,0,0.787670304
UBE2C,0,0,0,0,0.130212287,0,0.913195652
SNX21,0,0,0,0,0,0,0.552905005
ZSWIM3,0,0,0,0,0,0,1.77276835
ZSWIM1,0,0,0,0,0,0,0.988210575
CTSA,0,7.041388902,1.598143066,0,0.102250072,0,0.512383709
PCIF1,0,0,0,0,0,0,0.549474031
SLC2A10,0,0,0,0,0.017498976,0,296344130.1
EYA2,0,0,0,0,0,0,2.748981698
NCOA3,0,4.36629311,0.775845892,0,0.008534366,0,2.108133932
ARFGEF2,0,3.177652762,0.923288324,0,0,0,2.089946211
CSE1L,0,1.325666376,1.346044407,0,0,0,0.683007186
DDX27,0,2.521176888,1.056566096,0,0,0,0.667455973
ZFAS1,0,6.979165224,1.081863023,1.035426409,0,0,0.82055251
SLC9A8,0,0,0,0,0,0,1.269140393
RNF114,0,2.181013122,1.04074504,0,0,0,0.780442378
SNAI1,0,0,0,0,0,0,0.07137399
LINC01273,0,0,0,0,0,0,0.123819487
CEBPB,0,3.131313594,4.810185994,0,0.535522343,0,0.570942626
PTPN1,0,3.26781297,0.965237811,0,0.107353001,0,1.351676683
PARD6B,0,0,0,0,0,0,1.284667343
BCAS4,0,7.579384162,0.425055184,0,0,0,0.295520587
ADNP-AS1,0,0,0,0,0,0,0.779485659
MOCS3,0,2.764039398,0.839764416,0,0,0,0.872163806
PFDN4,0,2.667010175,1.247861667,0,0.278030291,0,0.85685396
RPL12P4,0,0,0,0,0,0,1.077989178
FAM210B,0,2.767417732,0.144418144,0,0,0,0.880971467
CSTF1,0,1.693665034,0.690886097,0,0,0,0.810511547
RTFDC1,0,4.400323125,0.785910778,0,0,0,1.035048097
RPS4XP3,0,0,0,0,0,0,1
TFAP2C,0,0,0,0,0,0,0.360389356
RAE1,0,2.573792521,1.073159175,0,0.079219599,0,1.079303759
RBM38,0,0,0,0,0,0,0.440230804
NKILA,0,0,0,0,0,0,6.632575694
RAB22A,0,2.296152156,1.102231922,0,0.424758393,0,1.457216966
VAPB,0,1.246954352,0.622071027,0,0,0,1.607581868
STX16,0,4.484546954,0.699204303,0,0.81046667,0,1.840257726
NPEPL1,0,1.547959336,0.434072855,0,0,0,0.388887271
RP11-261P9.4,0,0,0,0,0,0,0.624566586
GNAS,0,2.003341693,0.33846794,0,0,0,1.228798214
NELFCD,0,1.246230884,0.650251656,0,0,0,0.835116771
FAM217B,0,0,0,0,0,0,2.962024765
CDH26,0,0,0,0,0,0,0.07493499
CDH4,0,0,0,0,0,0,90184266.22
LSM14B,0,2.736929928,0.782379039,0,0.454979492,0,1.024640183
SS18L1,0,1.469466363,0.301580582,0,0,0,1.016084888
MTG2,0,0,0,0,0,0,0.785867194
OSBPL2,0,1.380132544,0.617080591,0,0,0,2.594553056
ADRM1,0,3.137146119,0.938623236,0,0,0,1.309640723
LAMA5-AS1,0,0,0,0,0,0,0.00621885
RPS21,0,2.183968365,1.280201047,0,0.332677425,0.831022441,1.290278599
SLCO4A1,0,0,0,0,0,0,1.29269024
MRGBP,0,2.84283587,1.328649649,0,0.082760915,0,0.71771793
OGFR,0,4.267620124,0.546297668,0,0,0,0.871801739
COL9A3,0,0,0,0,0.004838206,0,0.674649916
GID8,0,1.293320226,0.684766623,0,0,0,1.113391611
RP5-963E22.6,0,0,0,0,0,0,0.13767931
ARFGAP1,0,5.657696675,0.642903558,0,0,0,1.434543229
PPDPF,0,2.056636015,0.198669665,0,0,0,0.920744976
RP4-697K14.15,0,0,0,0,0,0,0.474340169
CTD-3184A7.4,0,0,0,0.304161696,0,0,0.592615204
RTEL1,0,0,0,0,0,0,0.885735666
TNFRSF6B,0,0,0,0,0,0,0.811556859
ZGPAT,0,7.066946243,0.408266785,0,0,0,1.003353555
LIME1,0,0,0,0,0,0,0.945977626
SLC2A4RG,0,1.957636081,0.469203509,0,0,0,0.977550536
RP4-583P15.10,0,0,0,1.091371442,0,0,4.761430325
TPD52L2,0,4.833857383,0.592339883,0,0,0,0.937445698
DNAJC5,0,2.350430851,0.436737448,0,0,0,1.445284021
PRPF6,0,2.837296458,0.554985263,0,0,0,0.534920602
TCEA2,0,0,0,0,0.145163566,0,0.619514696
MYT1,0,0,0,0,0,0,1.261358779
PCMTD2,0,0.872468359,0.551402988,0,0,0,0.469059055
C20orf96,0,0,0,0,0,0,1.204341477
NRSN2-AS1,0,0,0,0,0,0,0.737231917
TBC1D20,0,1.043945142,0.861015918,0,0,0,1.088027666
CSNK2A1,0,1.226426262,0.845391959,0,0.05773809,0,1.373835859
SRXN1,0,2.090642959,0.541713856,0,0,0,0.756223046
SLC52A3,0,0,0,0,0.02141993,0,5.863509836
RPS10L,0,0,0,0,0,0,1.175378764
RSPO4,0,0,0,0,0.002901269,0,9.840955309
RP4-545L17.11,0,0,0,0,0,0,0.301813736
TMEM74B,0,0,0,0,0.111784267,0,9.337192415
SDCBP2,0,0.701094933,2.0691793,0,0,0,2.570071204
FKBP1A,0,2.020852047,0.631995767,0,0,0.382371062,1.661267778
NSFL1C,0,0.473148145,0.763754959,0,0,0,1.230545863
SNRPB,0,1.185913398,2.333852023,0,0,0,0.860371915
ZNF343,0,0,0,0,0,0,0.426902014
IDH3B,0,1.148335469,1.563778618,0,0.049058193,1.749167411,0.587462464
PCED1A,0,3.647550043,0.296087358,0,0,0,0.844600018
UBOX5,0,0,0,0,0.028085118,0,1.588732942
FASTKD5,0,1.219466319,0.808159543,0,0,0.76593226,0.985739335
LZTS3,0,0,0,0,0,0,0.187454733
DDRGK1,0,0.955881725,0.816594796,0,0,0,1.139090925
SLC4A11,0,0,0,0,0.168711003,0,0.205727948
C20orf194,0,0,0,0,0,0,0.48097436
C20orf27,0,1.140074513,0.838133554,0,0,0,0.09106448
CENPB,0,1.60175123,1.166260625,0,0,0,0.328159394
RP11-119B16.2,0,0,0,0.108430471,0,0,0.318043506
RNF24,0,0,0,0,0,0,2.48925815
RASSF2,0,0,0,0,0,0,0.910608019
SLC23A2,0,3.50925992,0.76327977,0,0,0,2.751371584
TMEM230,0,3.874926231,0.456555116,0,0,0,0.852448556
PCNA,0,0.356753887,1.893879298,0,0.560490319,0,0.282802345
UBE2D3P1,0,0,0,0,0,0,1.138632874
GPCPD1,0,1.541597504,0.777890025,0,0,0,3.929812399
TRMT6,0,1.61559082,2.320571053,0,0.012792225,0,0.587917414
FERMT1,0,0,0,0,0.142518811,0,0.971062718
TMX4,0,1.131723739,1.252676662,0,0,0,1.570373745
MKKS,0,1.185003121,1.545525622,0,0.745552251,0,1.029383807
JAG1,0,146.0674437,0.006032766,0,0,0,0.214536944
TASP1,0,1.152239165,1.349726237,0,0.77819708,0,0.781934686
ESF1,0,3.339305839,0.888057988,0,0.540819068,0,0.675859719
KIF16B,0,0.210083488,6.250832457,0,0.005600913,0,3.631607592
RRBP1,0,4.171540684,0.546156603,0,0,0,1.882120343
SNX5,0,0.985956929,1.013405859,0,0,0,0.691507728
OVOL2,0,0,0,0,0,0,1.391494186
DZANK1,0,0,0,0,0,0,2.612007181
RBBP9,0,0.809391195,0.571243635,0,0,0,0.133814346
CRNKL1,0,0.878860659,1.19186474,0,0,0,2.109917221
RALGAPA2,0,0,0,0,0,0,2.832027765
RPS15AP1,0,0,0,0,0,0,0.402128964
RP1-198K11.5,0,0,0,0,0,0,0.238591478
RP5-984P4.6,0,0,0,0,0,0,4.10599636
NKX2-2,0,0,0,0,0,0,56.7863253
LINC01431,0,0,0,0,0,0,0.484494357
NAPB,0,0,0,0,0.021409856,0,5.367347181
CST3,0,3.433794032,0.646810013,0,0,0,2.037906154
CST1,0,0,0,0,0,0,254241059.3
CST2,0,0,0,0,0,0,132287337
APMAP,0,12.60739202,0.231787428,0,0,0,0.65103517
ACSS1,0,0,0,0,0,0,58.54523796
RP5-965G21.6,0,0,0,0,0,0,0.451172404
ABHD12,0,1.566420636,0.859674802,0,0,0,2.042042093
NINL,0,0,0,0,0.00838133,0,3.346697208
NANP,0,0,0,0,0,0,0.323016348
ZNF337,0,1.018169367,0.65786094,0,0.869107539,0,0.664693639
HM13-AS1,0,0,0,0.105753173,0.044118089,0,1.024139388
BCL2L1,0,6.050008592,0.400322776,0,0,0,1.655964356
PDRG1,0,1.069807762,0.8479332,0,0,0,1.204340699
PLAGL2,0,0,0,0,0,0,1.871688567
NOL4L,0,0,0,0,0,0,1.08772857
BAK1P1,0,0,0,0,0,0,2.128392923
COMMD7,0,3.336713135,0.565235136,0,0,0,1.49551214
CDK5RAP1,0,1.717832277,0.979272126,0,0,0,0.607066324
SNTA1,0,5.66940984,0.134625749,0,0,0,0.236210592
RP1-63M2.7,0,0,0,0,0,0,0.400315193
NECAB3,0,1.456708459,0.32696727,0,0,0,0.788529669
E2F1,0,0,0,0,0.471274516,0,0.189178443
PXMP4,0,0,0,0,0.015462608,0,3442.914873
RALY-AS1,0,0,0,0,0,0,0.302471983
RP5-1125A11.6,0,0,0,0,0,0,0.141772244
EIF2S2,0,2.802960448,1.555129195,0,0,0,0.823196104
RP4-785G19.2,0,0,0,0,0,0,1.225169419
AHCY,0,1.486046524,0.907172909,0,0,0.637092721,0.596135511
PIGU,0,1.827829066,1.045541549,0,0.212996216,0,0.760764581
NCOA6,0,0,0,0,0,0,1.360122001
GGT7,0,0,0,0,0.009538534,0,0.423268017
GSS,0,1.739286788,0.684998993,0,0,0,0.679533498
TRPC4AP,0,2.348618882,0.532927689,0,0,0,1.012544161
EDEM2,0,2.798456944,1.919394713,0,0.379231078,0,0.944372889
MMP24-AS1,0,0,0,0.17298487,0,0,0.381961843
RP4-614O4.13,0,0,0,0,0,0,1.069579523
EIF6,0,3.023800912,1.16500036,0,0,0.736016587,0.642174885
UQCC1,0,0,0,0,0.003808011,0,2.124154701
FER1L4,0,0,0,0,0,0,0.900983387
CPNE1,0,3.207869764,0.364473775,0,0,0,0.945537809
RBM12,0,1.242793797,1.037007978,0,0,0,0.910564761
NFS1,0,2.064995797,0.870575956,0,0,0,0.463052071
RBM39,0,1.222269764,0.744500784,0,0.909204757,0,1.03813863
SCAND1,0,1.867605901,0.438563588,0,0,0,0.528430128
LINC00657,0,1.991316803,0.803724273,0.809162406,0,0,1.706450598
NDRG3,0,1.971469725,0.292647422,0,0,0,1.159086318
DSN1,0,1.240402773,1.990395791,0,0.085163278,0,0.622596061
SOGA1,0,0,0,0,0.275194175,0,1.478836397
SAMHD1,0,2.371757367,0.426303825,0,0,0,1.013948954
RBL1,0,0,0,0,0.853627324,0,0.254472547
BLCAP,0,1.557199062,0.69245217,0,0,0,1.565301466
RP11-425M5.7,0,0,0,0,0,0,2.495022064
TTI1,0,2.468217218,1.255808648,0,0.16864721,0,1.190558869
TGM2,0,0,0,0,0,0,148.0385211
RP4-564F22.5,0,0,0,0,0,0,3.770777671
SNHG17,0,0,0,0,0,0,1.213923751
RP4-616B8.4,0,0,0,0.011459947,0,0,0.05487523
MAFB,0,0,0,0,0,0.291281312,0.206854423
ZHX3,0,0,0,0,0,0,0.54697319
EMILIN3,0,0,0,0,0,0,3.119231487
CHD6,0,0.880437374,0.468258122,0,0.669957435,0,2.933220742
OSER1,0,0,0,0,0,0,0.932069753
FITM2,0,0,0,0,0,0,1.975545571
RPL37AP1,0,0,0,0,0,0,4.302907969
SERINC3,0,2.234013066,0.710159414,0,0.211964195,0,1.640881351
ADA,0,24.11310124,0.08129259,0,0,0,0.088590089
RIMS4,0,0,0,0,0,0,0.561050626
TOMM34,0,9.124412954,0.388044371,0,0,0,0.333984968
SLPI,0,38.80967234,0.099909528,0,0,0,1.458785817
SDC4,0,24.95608487,0.30455986,0,0,0.16172029,0.721451654
RPS2P7,0,0,0,0,0,0,0.276972473
ACOT8,0,2.313719347,0.451226519,0,0,0,1.190166092
NEURL2,0,0,0,0,0,0,0.172223128
PLTP,0,0,0,0,0.002491736,0,158.7205426
ZNF335,0,0,0,0,0,0,1.882499564
NCOA5,0,1.53291182,0.514276095,0,0,0,1.094182585
SLC35C2,0,2.636593183,1.39945206,0,0.071851089,0,2.105771078
ELMO2,0,1.458310084,1.073134712,0,0,0,3.240113034
ZNF334,0,0,0,0,0,0,0.107876198
SLC13A3,0,0,0,0,0.000976055,0,0.17045538
RP1-101A2.1,0,0,0,0,0,0,2.084130417
TP53RK,0,1.66800706,0.918447455,0,0,0,0.745470546
